,content_id,content,jieba,jieba_remove_stopword,token_sequence,pad_sequence,sentiment_value
1914,lJd6v0EGxVkmNbU8,2016年5月的车，不过我升级过导航机头，应该也是10月份之后的数据   ,"['2016', '年', '5', '月', '的', '车', '，', '不过', '我', '升级', '过', '导航', '机头', '，', '应该', '也', '是', '10', '月份', '之后', '的', '数据']","['年', '月', '车', '不过', '升级', '导航', '机头', '应该', '月份', '之后', '数据']","[70, 154, 9, 60, 340, 41, 850, 50, 830, 365, 569]","[70, 154, 9, 60, 340, 41, 850, 50, 830, 365, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1915,sN0Od9C6iDhzPrQq,就夏天防晒来说，贴膜肯定有效果，但前提是好膜，我前档贴的威固v70，阳光直射下用手感受能隔绝大部分热量，对视线几乎没什么影响，就是太贵了，万一玻璃破了损失就大了。,"['就', '夏天', '防晒', '来说', '，', '贴膜', '肯定', '有', '效果', '，', '但', '前提', '是', '好', '膜', '，', '我前', '档', '贴', '的', '威固', 'v70', '，', '阳光', '直射', '下用', '手', '感受', '能', '隔', '绝大部分', '热量', '，', '对', '视线', '几乎', '没什么', '影响', '，', '就是', '太贵', '了', '，', '万一', '玻璃', '破', '了', '损失', '就', '大', '了', '。']","['夏天', '防晒', '来说', '贴膜', '肯定', '有', '效果', '前提', '好', '膜', '我前', '档', '贴', '威固', 'v70', '阳光', '直射', '下用', '手', '感受', '隔', '绝大部分', '热量', '对', '视线', '没什么', '影响', '太贵', '玻璃', '破', '损失', '大']","[413, 355, 1396, 71, 4, 228, 786, 10, 990, 6555, 247, 566, 7292, 11961, 4449, 1600, 226, 10021, 5497, 6654, 56, 755, 290, 162, 806, 461, 2333, 2683, 17]","[413, 355, 1396, 71, 4, 228, 786, 10, 990, 6555, 247, 566, 7292, 11961, 4449, 1600, 226, 10021, 5497, 6654, 56, 755, 290, 162, 806, 461, 2333, 2683, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1916,wiNfok6vXFL1tWDV,不会刮轮圈，但是里程、油耗等就不准了，应该换外径基本一样的。,"['不会', '刮', '轮圈', '，', '但是', '里程', '、', '油耗', '等', '就', '不准', '了', '，', '应该', '换', '外径', '基本', '一样', '的', '。']","['不会', '刮', '轮圈', '里程', '油耗', '不准', '应该', '换', '外径', '一样']","[74, 1856, 3721, 444, 6, 1555, 50, 21, 38]","[74, 1856, 3721, 444, 6, 1555, 50, 21, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1917,kRG2wfTBMprINaF6,Xmode 模式开启相当于中央差速锁，前后50:50分配动力。前后轮间没有差速锁，靠电子限滑,"['Xmode', ' ', '模式', '开启', '相当于', '中央', '差速', '锁', '，', '前后', '50', ':', '50', '分配', '动力', '。', '前后轮', '间', '没有', '差速', '锁', '，', '靠', '电子', '限滑']","['Xmode', ' ', '模式', '开启', '相当于', '中央', '差速', '锁', '分配', '动力', '前后轮', '间', '没有', '差速', '锁', '电子', '限滑']","[3870, 458, 1086, 1725, 4159, 3770, 1792, 1427, 11, 6411, 3478, 16, 3770, 1792, 474, 8084]","[3870, 458, 1086, 1725, 4159, 3770, 1792, 1427, 11, 6411, 3478, 16, 3770, 1792, 474, 8084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1918,s4KEk3XfTJSz0y18,开着空调抖的更厉害，关了也抖~~   ,"['开着', '空调', '抖', '的', '更', '厉害', '，', '关了', '也', '抖', '~', '~']","['开着', '空调', '抖', '厉害', '关了', '抖']","[449, 46, 633, 333, 12699, 633]","[449, 46, 633, 333, 12699, 633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1919,IFLmEta54AiujdUO,开大功率的用电器 比如空调 大灯 玻璃加热 就这样这样,"['开', '大功率', '的', '用电器', ' ', '比如', '空调', ' ', '大灯', ' ', '玻璃', '加热', ' ', '就', '这样', '这样']","['开', '大功率', '用电器', ' ', '空调', ' ', '大灯', ' ', '玻璃', '加热', ' ']","[26, 11647, 46, 439, 461, 407]","[26, 11647, 46, 439, 461, 407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1920,4TxVo6Op8kXv3mHR,我明白你的意思，但是万一发动机出问题之类的，估计扯皮的时间挺长。。。我也想去外面保养，就拍万一出问题 扯皮。   ,"['我', '明白', '你', '的', '意思', '，', '但是', '万一', '发动机', '出', '问题', '之类', '的', '，', '估计', '扯皮', '的', '时间', '挺长', '。', '。', '。', '我', '也', '想', '去', '外面', '保养', '，', '就', '拍', '万一出', '问题', ' ', '扯皮', '。']","['明白', '意思', '发动机', '问题', '估计', '扯皮', '时间', '挺长', '想', '外面', '保养', '拍', '万一出', '问题', ' ', '扯皮']","[817, 572, 5, 23, 114, 16012, 249, 90, 447, 52, 1252, 11061, 23, 16012]","[817, 572, 5, 23, 114, 16012, 249, 90, 447, 52, 1252, 11061, 23, 16012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1921,lpF1QBJRqNorkeVh,这的看在哪里开车，贵州、四川那样的山区是比较费刹车的，换了安全。,"['这', '的', '看', '在', '哪里', '开车', '，', '贵州', '、', '四川', '那样', '的', '山区', '是', '比较', '费', '刹车', '的', '，', '换', '了', '安全', '。']","['开车', '贵州', '四川', '山区', '比较', '费', '刹车', '换', '安全']","[379, 13564, 6115, 2048, 48, 5823, 37, 21, 112]","[379, 13564, 6115, 2048, 48, 5823, 37, 21, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1922,eVw2EoqQzPafcni0,2.5吧，超车啥的都利索，别2.0买了又纠结开的又不舒服，这东西，油耗又没有相差多夸张，动力储备一定要充足，平时虽说用不了，关键时刻也许能救命的,"['2.5', '吧', '，', '超车', '啥', '的', '都', '利索', '，', '别', '2.0', '买', '了', '又', '纠结', '开', '的', '又', '不', '舒服', '，', '这', '东西', '，', '油耗', '又', '没有', '相差', '多', '夸张', '，', '动力', '储备', '一定', '要', '充足', '，', '平时', '虽说', '用', '不了', '，', '关键时刻', '也许', '能', '救命', '的']","['2.5', '超车', '利索', '2.0', '买', '纠结', '开', '舒服', '东西', '油耗', '没有', '相差', '多', '夸张', '动力', '储备', '一定', '充足', '平时', '关键时刻', '也许', '救命']","[1, 383, 5461, 1, 19, 176, 26, 183, 161, 6, 16, 1251, 22, 1971, 11, 1920, 188, 3483, 354, 4029, 959]","[1, 383, 5461, 1, 19, 176, 26, 183, 161, 6, 16, 1251, 22, 1971, 11, 1920, 188, 3483, 354, 4029, 959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1923,uSCy8iTz742tkdrh,链接：http://pan.baidu.com/s/1hs3hE0s 密码：a503 以上是16森林人导航升级软件下载地址 百度网盘。之前技术支持发来的，要按里头说明来。,"['链接', '：', 'http', ':', '/', '/', 'pan', '.', 'baidu', '.', 'com', '/', 's', '/', '1hs3hE0s', ' ', '密码', '：', 'a503', ' ', '以上', '是', '16', '森林', '人', '导航', '升级', '软件', '下载', '地址', ' ', '百度网', '盘', '。', '之前', '技术支持', '发来', '的', '，', '要', '按', '里头', '说明', '来', '。']","['链接', 'http', 'pan', 'baidu', 'com', '1hs3hE0s', ' ', '密码', 'a503', ' ', '以上', '森林', '人', '导航', '升级', '软件', '下载', '地址', ' ', '百度网', '盘', '之前', '技术支持', '发来', '里头', '说明']","[1364, 4535, 13343, 3133, 185, 2, 3, 41, 340, 2105, 2106, 3602, 846, 158, 12682, 5495, 942]","[1364, 4535, 13343, 3133, 185, 2, 3, 41, 340, 2105, 2106, 3602, 846, 158, 12682, 5495, 942, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1924,AMDg8X4KiknTopE6,森林人发动机特殊，一定要用好的全合成（顶级）油，侧重发动机润滑保护，不要考虑微乎其微那么点燃油经济性。   ,"['森林', '人', '发动机', '特殊', '，', '一定', '要用', '好', '的', '全', '合成', '（', '顶级', '）', '油', '，', '侧重', '发动机', '润滑', '保护', '，', '不要', '考虑', '微乎其微', '那么', '点', '燃油', '经济性', '。']","['森林', '人', '发动机', '特殊', '一定', '要用', '好', '全', '合成', '顶级', '油', '侧重', '发动机', '润滑', '保护', '不要', '考虑', '微乎其微', '点', '燃油', '经济性']","[2, 3, 5, 3587, 188, 4990, 10, 274, 822, 3210, 69, 2344, 5, 1511, 719, 119, 104, 5624, 94, 1198, 1487]","[2, 3, 5, 3587, 188, 4990, 10, 274, 822, 3210, 69, 2344, 5, 1511, 719, 119, 104, 5624, 94, 1198, 1487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1925,Mj2skhg31YLtnazp,森林人小保养更换机油和机油滤清器，在400元以内，维护费用不高价格关键是机油的价格差异,"['森林', '人小', '保养', '更换', '机油', '和', '机油', '滤清器', '，', '在', '400', '元', '以内', '，', '维护费用', '不高', '价格', '关键', '是', '机油', '的', '价格', '差异']","['森林', '人小', '保养', '更换', '机油', '机油', '滤清器', '元', '以内', '维护费用', '不高', '价格', '关键', '机油', '价格', '差异']","[2, 5180, 52, 201, 7, 7, 814, 288, 766, 319, 12, 374, 7, 12, 776]","[2, 5180, 52, 201, 7, 7, 814, 288, 766, 319, 12, 374, 7, 12, 776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1926,nhmcCF2Pl1GRyHiK,油门踩深了深档肯定不积极啊，电脑认为你要急加速，所以就猛提转速为了尽快达到最大扭矩 我经常深踩    ,"['油门', '踩', '深', '了', '深档', '肯定', '不', '积极', '啊', '，', '电脑', '认为', '你', '要', '急', '加速', '，', '所以', '就', '猛', '提', '转速', '为了', '尽快', '达到', '最大', '扭矩', ' ', '我', '经常', '深', '踩']","['油门', '踩', '深', '深档', '肯定', '积极', '电脑', '认为', '急', '加速', '猛', '提', '转速', '尽快', '达到', '最大', '扭矩', ' ', '深', '踩']","[164, 125, 1059, 71, 5990, 731, 390, 347, 73, 952, 360, 165, 3992, 836, 339, 552, 1059, 125]","[164, 125, 1059, 71, 5990, 731, 390, 347, 73, 952, 360, 165, 3992, 836, 339, 552, 1059, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1927,3e4RCs9lGvLokq0I,重点检查刹车片，清洗卡钳,"['重点', '检查', '刹车片', '，', '清洗', '卡钳']","['重点', '检查', '刹车片', '清洗', '卡钳']","[1467, 211, 148, 317, 2029]","[1467, 211, 148, 317, 2029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1928,ROMK65g8HGQweWDq,看过别人说刹车的传感器脏了会有影响    ,"['看过', '别人', '说', '刹车', '的', '传感器', '脏', '了', '会', '有', '影响']","['看过', '说', '刹车', '传感器', '脏', '有', '影响']","[674, 18, 37, 931, 1864, 4, 162]","[674, 18, 37, 931, 1864, 4, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
